Date,OpeningTrend,OpenLocation,PrevDayContext,Result,ResultRet%
2024-08-20 00:00:00+05:30,BULL,OIM,TR,BEAR,-1.308
2024-08-21 00:00:00+05:30,BEAR,OIM,TR,BEAR,-0.882
2024-08-22 00:00:00+05:30,TR,OIM,BEAR,BEAR,-0.872
2024-08-23 00:00:00+05:30,TR,OOL,BEAR,BEAR,-0.968
2024-08-26 00:00:00+05:30,BEAR,OOH,TR,BEAR,-2.222
2024-08-27 00:00:00+05:30,TR,OOL,BEAR,TR,-0.4
2024-08-28 00:00:00+05:30,TR,OAR,TR,BEAR,-1.3
2024-08-29 00:00:00+05:30,BULL,OIM,BEAR,TR,-0.153
2024-08-30 00:00:00+05:30,TR,OIM,TR,BEAR,-2.114
2024-09-02 00:00:00+05:30,BULL,OOL,BEAR,BULL,5.393
2024-09-03 00:00:00+05:30,BEAR,OAR,BULL,BULL,2.9
2024-09-04 00:00:00+05:30,TR,OOL,TR,TR,0.39
2024-09-05 00:00:00+05:30,TR,OOH,TR,BEAR,-0.716
2024-09-06 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-1.821
2024-09-09 00:00:00+05:30,BEAR,OOL,BEAR,BULL,0.613
2024-09-10 00:00:00+05:30,BULL,OOH,TR,BULL,1.521
2024-09-11 00:00:00+05:30,BULL,OIM,TR,BEAR,-2.447
2024-09-12 00:00:00+05:30,TR,OOL,BEAR,TR,-0.273
2024-09-13 00:00:00+05:30,TR,OOH,TR,BEAR,-0.898
2024-09-16 00:00:00+05:30,TR,OIM,TR,BEAR,-0.835
2024-09-17 00:00:00+05:30,BEAR,OOL,BEAR,BULL,2.142
2024-09-18 00:00:00+05:30,TR,OIM,TR,TR,-0.586
2024-09-19 00:00:00+05:30,TR,OIM,BEAR,BEAR,-1.274
2024-09-20 00:00:00+05:30,TR,OOH,TR,BULL,0.925
2024-09-23 00:00:00+05:30,TR,OOH,TR,TR,-0.014
2024-09-24 00:00:00+05:30,BULL,OOL,TR,BEAR,-0.635
2024-09-25 00:00:00+05:30,BEAR,OIM,TR,TR,0.541
2024-09-26 00:00:00+05:30,BEAR,OIM,TR,TR,0.057
2024-09-27 00:00:00+05:30,BEAR,OOL,BEAR,BULL,2.916
2024-09-30 00:00:00+05:30,BEAR,OIM,TR,BEAR,-0.834
2024-10-01 00:00:00+05:30,BEAR,OOL,BEAR,TR,0.199
2024-10-03 00:00:00+05:30,BULL,OBR,TR,BEAR,-1.592
2024-10-04 00:00:00+05:30,TR,OIM,TR,TR,-0.088
2024-10-07 00:00:00+05:30,BEAR,OAR,BEAR,BEAR,-1.963
2024-10-08 00:00:00+05:30,TR,OOL,BEAR,BULL,3.266
2024-10-09 00:00:00+05:30,TR,OOH,BULL,TR,-0.29
2024-10-10 00:00:00+05:30,TR,OIM,BEAR,TR,-0.145
2024-10-11 00:00:00+05:30,TR,OOL,TR,TR,0.0
2024-10-14 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.468
2024-10-15 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.546
2024-10-16 00:00:00+05:30,TR,OOL,BEAR,BEAR,-0.992
2024-10-17 00:00:00+05:30,BEAR,OIM,BEAR,BEAR,-0.887
2024-10-18 00:00:00+05:30,BULL,OOL,BEAR,TR,0.228
2024-10-21 00:00:00+05:30,BEAR,OAR,TR,BEAR,-0.937
2024-10-22 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-2.612
2024-10-23 00:00:00+05:30,TR,OOL,BEAR,TR,0.016
2024-10-24 00:00:00+05:30,TR,OOL,TR,TR,0.286
2024-10-25 00:00:00+05:30,BEAR,OOH,TR,BEAR,-0.704
2024-10-28 00:00:00+05:30,BEAR,OOH,TR,BULL,1.359
2024-10-29 00:00:00+05:30,TR,OOH,TR,BULL,2.767
2024-10-30 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-0.866
2024-10-31 00:00:00+05:30,BULL,OOL,BEAR,TR,0.592
2024-11-01 00:00:00+05:30,TR,OAR,TR,TR,0.0
2024-11-04 00:00:00+05:30,BEAR,OOH,TR,BEAR,-0.989
2024-11-05 00:00:00+05:30,TR,OOL,BEAR,TR,0.578
2024-11-06 00:00:00+05:30,TR,OOH,TR,BULL,0.663
2024-11-07 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-1.028
2024-11-08 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-0.783
2024-11-11 00:00:00+05:30,TR,OBR,BEAR,TR,-0.159
2024-11-12 00:00:00+05:30,BULL,OOL,TR,BEAR,-1.399
2024-11-13 00:00:00+05:30,BEAR,OOL,TR,BEAR,-1.53
2024-11-14 00:00:00+05:30,BULL,OIM,BEAR,BULL,1.987
2024-11-18 00:00:00+05:30,BEAR,OOH,BULL,BULL,1.143
2024-11-19 00:00:00+05:30,TR,OIM,TR,TR,-0.125
2024-11-21 00:00:00+05:30,TR,OBR,TR,TR,-0.048
2024-11-22 00:00:00+05:30,TR,OOL,BEAR,TR,-0.064
2024-11-25 00:00:00+05:30,BULL,OAR,TR,BULL,1.184
2024-11-26 00:00:00+05:30,BULL,OIM,TR,TR,0.54
2024-11-27 00:00:00+05:30,TR,OOH,BULL,BULL,1.341
2024-11-28 00:00:00+05:30,TR,OIM,TR,BEAR,-1.032
2024-11-29 00:00:00+05:30,BULL,OOL,BEAR,BEAR,-0.769
2024-12-02 00:00:00+05:30,BULL,OOL,TR,TR,0.549
2024-12-03 00:00:00+05:30,BULL,OAR,BULL,BULL,1.527
2024-12-04 00:00:00+05:30,TR,OOH,BULL,BULL,0.862
2024-12-05 00:00:00+05:30,BEAR,OOH,TR,BEAR,-0.841
2024-12-06 00:00:00+05:30,BEAR,OIM,BEAR,TR,-0.367
2024-12-09 00:00:00+05:30,BEAR,OOL,BEAR,TR,-0.133
2024-12-10 00:00:00+05:30,TR,OOL,BEAR,TR,-0.193
2024-12-11 00:00:00+05:30,TR,OOL,BEAR,BULL,2.401
2024-12-12 00:00:00+05:30,BEAR,OOH,BULL,BEAR,-1.445
2024-12-13 00:00:00+05:30,BEAR,OBR,BEAR,BULL,1.751
2024-12-16 00:00:00+05:30,BULL,OOH,TR,TR,-0.234
2024-12-17 00:00:00+05:30,TR,OOL,TR,BEAR,-0.736
2024-12-18 00:00:00+05:30,BEAR,OOL,BEAR,BEAR,-2.92
2024-12-19 00:00:00+05:30,BULL,OBR,BEAR,BEAR,-1.853
